Species,RoostCode,MaxCountInAnyYear,County,Region,Country
Pipistrelle species,1121077,65,Nottinghamshire,East Midlands,England
Pipistrelle species,1120191,65,Hampshire,South East,England
Pipistrelle species,4120025,64,Down,Northern Ireland,Northern Ireland
Pipistrelle species,1120974,64,West Sussex,South East,England
Pipistrelle species,1120561,64,Surrey,South East,England
Pipistrelle species,1120098,63,East Sussex,South East,England
Pipistrelle species,1120117,63,Merseyside,North West,England
Pipistrelle species,5100375,63,Nottinghamshire,East Midlands,England
Pipistrelle species,1120962,63,Suffolk,East of England,England
Pipistrelle species,1120991,63,Isle of Wight,South East,England
Pipistrelle species,1120870,62,Lincolnshire,East Midlands,England
Pipistrelle species,1120662,62,West Berkshire,South East,England
Pipistrelle species,5101107,61,Norfolk,East of England,England
Pipistrelle species,1120492,61,Surrey,South East,England
Pipistrelle species,1120960,61,Leicestershire,East Midlands,England
Pipistrelle species,1120875,61,Lincolnshire,East Midlands,England
Pipistrelle species,1121037,61,East Riding of Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120740,61,Leicestershire,East Midlands,England
Pipistrelle species,1120255,61,Devon,South West,England
Pipistrelle species,5100566,61,Cornwall,South West,England
Pipistrelle species,2120084,60,Highland,Scotland,Scotland
Pipistrelle species,1120310,60,South Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120902,60,Isle of Wight,South East,England
Pipistrelle species,3120045,60,Carmarthenshire,Wales,Wales
Pipistrelle species,1120228,59,Hampshire,South East,England
Pipistrelle species,1120466,58,Wiltshire,South West,England
Pipistrelle species,1120295,58,Kent,South East,England
Pipistrelle species,5100899,58,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120335,57,Devon,South West,England
Pipistrelle species,1120926,57,Essex,East of England,England
Pipistrelle species,1120365,57,Wiltshire,South West,England
Pipistrelle species,5100760,57,Suffolk,East of England,England
Pipistrelle species,1120877,56,Lincolnshire,East Midlands,England
Pipistrelle species,3120127,55,Powys,Wales,Wales
Pipistrelle species,1120988,55,Worcestershire,West Midlands,England
Pipistrelle species,1121095,55,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5101042,55,Warwickshire,West Midlands,England
Pipistrelle species,1120844,54,Buckinghamshire,South East,England
Pipistrelle species,2120057,54,Aberdeenshire,Scotland,Scotland
Pipistrelle species,2120167,54,Stirling,Scotland,Scotland
Pipistrelle species,5101129,53,Fermanagh,Northern Ireland,Northern Ireland
Pipistrelle species,2120020,53,East Lothian,Scotland,Scotland
Pipistrelle species,2120004,52,Aberdeenshire,Scotland,Scotland
Pipistrelle species,1120847,52,Leicestershire,East Midlands,England
Pipistrelle species,5100492,52,Essex,East of England,England
Pipistrelle species,5100625,52,Carmarthenshire,Wales,Wales
Pipistrelle species,1120778,52,Hampshire,South East,England
Pipistrelle species,2120240,52,South Lanarkshire,Scotland,Scotland
Pipistrelle species,1121180,51,Leicestershire,East Midlands,England
Pipistrelle species,5100517,51,Magherafelt,Northern Ireland,Northern Ireland
Pipistrelle species,1120368,51,Lancashire,North West,England
Pipistrelle species,5100820,50,Norfolk,East of England,England
Pipistrelle species,1120267,50,Hampshire,South East,England
Pipistrelle species,1120846,50,Surrey,South East,England
Pipistrelle species,1120528,49,Leicestershire,East Midlands,England
Pipistrelle species,1120273,49,Lancashire,North West,England
Pipistrelle species,1120941,49,Lincolnshire,East Midlands,England
Pipistrelle species,1121128,49,Hertfordshire,East of England,England
Pipistrelle species,1120253,49,Wiltshire,South West,England
Pipistrelle species,1120592,48,Lancashire,North West,England
Pipistrelle species,1120038,48,Greater Manchester,North West,England
Pipistrelle species,1120311,48,Hertfordshire,East of England,England
Pipistrelle species,1120263,48,Nottinghamshire,East Midlands,England
Pipistrelle species,1120172,47,Shropshire,West Midlands,England
Pipistrelle species,1120487,47,Staffordshire,West Midlands,England
Pipistrelle species,1120747,47,Worcestershire,West Midlands,England
Pipistrelle species,1121157,47,Lincolnshire,East Midlands,England
Pipistrelle species,1120946,46,Lincolnshire,East Midlands,England
Pipistrelle species,1120388,46,Devon,South West,England
Pipistrelle species,2120231,45,East Lothian,Scotland,Scotland
Pipistrelle species,3120018,45,Carmarthenshire,Wales,Wales
Pipistrelle species,1120180,45,Lincolnshire,East Midlands,England
Pipistrelle species,1120672,45,Buckinghamshire,South East,England
Pipistrelle species,1120219,44,Norfolk,East of England,England
Pipistrelle species,1121140,43,North East Lincolnshire,Yorkshire and The Humber,England
Pipistrelle species,2120106,43,North Ayrshire,Scotland,Scotland
Pipistrelle species,1120393,43,Norfolk,East of England,England
Pipistrelle species,2120220,43,Moray,Scotland,Scotland
Pipistrelle species,2120065,43,Fife,Scotland,Scotland
Pipistrelle species,1120275,43,Cheshire,North West,England
Pipistrelle species,1121218,43,Cheshire,North West,England
Pipistrelle species,1120105,43,West Sussex,South East,England
Pipistrelle species,1120089,43,Nottinghamshire,East Midlands,England
Pipistrelle species,1120853,42,Suffolk,East of England,England
Pipistrelle species,1120954,42,Kent,South East,England
Pipistrelle species,5100919,42,Essex,East of England,England
Pipistrelle species,1120438,42,Essex,East of England,England
Pipistrelle species,1120934,41,South Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120696,41,East Sussex,South East,England
Pipistrelle species,5100932,41,Dorset,South West,England
Pipistrelle species,2120218,40,Argyll and Bute,Scotland,Scotland
Pipistrelle species,5100027,40,Nottinghamshire,East Midlands,England
Pipistrelle species,1120803,40,Hampshire,South East,England
Pipistrelle species,1120768,40,Leicestershire,East Midlands,England
Pipistrelle species,5100807,40,West Berkshire,South East,England
Pipistrelle species,1120461,39,Northamptonshire,East Midlands,England
Pipistrelle species,1120992,39,Isle of Wight,South East,England
Pipistrelle species,1120268,38,Isle of Wight,South East,England
Pipistrelle species,1120009,38,Cumbria,North West,England
Pipistrelle species,5100384,38,Somerset,South West,England
Pipistrelle species,1120996,37,Isle of Wight,South East,England
Pipistrelle species,3120017,37,Carmarthenshire,Wales,Wales
Pipistrelle species,1120024,37,Devon,South West,England
Pipistrelle species,1120940,37,Cambridgeshire,East of England,England
Pipistrelle species,1120096,37,Somerset,South West,England
Pipistrelle species,1120883,36,Lincolnshire,East Midlands,England
Pipistrelle species,1120968,36,Lincolnshire,East Midlands,England
Pipistrelle species,1121080,36,Surrey,South East,England
Pipistrelle species,1120279,36,Hampshire,South East,England
Pipistrelle species,1120748,35,Somerset,South West,England
Pipistrelle species,1121160,35,County Durham,North East,England
Pipistrelle species,5100584,35,Cornwall,South West,England
Pipistrelle species,1121036,34,Greater Manchester,North West,England
Pipistrelle species,1120489,34,Staffordshire,West Midlands,England
Pipistrelle species,1120965,33,Lincolnshire,East Midlands,England
Pipistrelle species,1120481,33,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120341,32,Warwickshire,West Midlands,England
Pipistrelle species,1120741,31,Leicestershire,East Midlands,England
Pipistrelle species,1120955,31,Wiltshire,South West,England
Pipistrelle species,1120163,31,Warwickshire,West Midlands,England
Pipistrelle species,1120285,31,East Sussex,South East,England
Pipistrelle species,1120144,30,Lancashire,North West,England
Pipistrelle species,1121241,30,West Midlands,West Midlands,England
Pipistrelle species,1120392,30,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120575,30,Northumberland,North East,England
Pipistrelle species,1120194,30,Lancashire,North West,England
Pipistrelle species,5100808,30,Caerphilly,Wales,Wales
Pipistrelle species,1120994,29,Isle of Wight,South East,England
Pipistrelle species,3120031,29,Carmarthenshire,Wales,Wales
Pipistrelle species,5100654,29,West Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,2120069,29,Highland,Scotland,Scotland
Pipistrelle species,1120982,29,Leicestershire,East Midlands,England
Pipistrelle species,1121254,28,East Sussex,South East,England
Pipistrelle species,1120903,28,Isle of Wight,South East,England
Pipistrelle species,1120930,28,Isle of Wight,South East,England
Pipistrelle species,1120437,26,Cheshire,North West,England
Pipistrelle species,5100213,26,Hertfordshire,East of England,England
Pipistrelle species,1120405,26,Suffolk,East of England,England
Pipistrelle species,5100843,26,Devon,South West,England
Pipistrelle species,5100774,26,Kent,South East,England
Pipistrelle species,1120254,26,Suffolk,East of England,England
Pipistrelle species,3120103,25,Rhondda Cynon Taff,Wales,Wales
Pipistrelle species,1120998,24,Isle of Wight,South East,England
Pipistrelle species,1121096,24,Cumbria,North West,England
Pipistrelle species,1120297,24,Redcar and Cleveland,North East,England
Pipistrelle species,1120480,23,East Sussex,South East,England
Pipistrelle species,1120929,22,Greater Manchester,North West,England
Pipistrelle species,3120097,22,Conwy,Wales,Wales
Pipistrelle species,1120476,22,Wiltshire,South West,England
Pipistrelle species,1121153,22,Somerset,South West,England
Pipistrelle species,2120154,22,Scottish Borders,Scotland,Scotland
Pipistrelle species,1120879,21,Lincolnshire,East Midlands,England
Pipistrelle species,1120069,21,Lancashire,North West,England
Pipistrelle species,1120305,20,Hertfordshire,East of England,England
Pipistrelle species,1120109,20,Warwickshire,West Midlands,England
Pipistrelle species,5100736,20,Worcestershire,West Midlands,England
Pipistrelle species,1120456,20,Cheshire,North West,England
Pipistrelle species,1120415,20,County Durham,North East,England
Pipistrelle species,1120602,20,Northamptonshire,East Midlands,England
Pipistrelle species,1120159,20,Suffolk,East of England,England
Pipistrelle species,5100677,19,Northamptonshire,East Midlands,England
Pipistrelle species,1120967,19,Lincolnshire,East Midlands,England
Pipistrelle species,1120218,19,Leicestershire,East Midlands,England
Pipistrelle species,2120221,18,North Lanarkshire,Scotland,Scotland
Pipistrelle species,1120945,18,Lincolnshire,East Midlands,England
Pipistrelle species,2120099,18,North Lanarkshire,Scotland,Scotland
Pipistrelle species,1120640,18,Lincolnshire,East Midlands,England
Pipistrelle species,1120142,18,Nottinghamshire,East Midlands,England
Pipistrelle species,1121065,18,Northumberland,North East,England
Pipistrelle species,1120347,17,Gloucestershire,South West,England
Pipistrelle species,5100884,17,Merseyside,North West,England
Pipistrelle species,1120876,16,Lincolnshire,East Midlands,England
Pipistrelle species,1121058,16,Devon,South West,England
Pipistrelle species,2120222,15,Glasgow City,Scotland,Scotland
Pipistrelle species,1120943,15,Lincolnshire,East Midlands,England
Pipistrelle species,5100594,15,East Sussex,South East,England
Pipistrelle species,3120095,15,Carmarthenshire,Wales,Wales
Pipistrelle species,5100306,14,Cornwall,South West,England
Pipistrelle species,1120607,14,Hertfordshire,East of England,England
Pipistrelle species,1120252,14,Wiltshire,South West,England
Pipistrelle species,2120102,14,Aberdeenshire,Scotland,Scotland
Pipistrelle species,1120050,14,Somerset,South West,England
Pipistrelle species,1120838,13,Surrey,South East,England
Pipistrelle species,2120100,13,Highland,Scotland,Scotland
Pipistrelle species,1120643,13,Nottinghamshire,East Midlands,England
Pipistrelle species,5100121,13,Cheshire,North West,England
Pipistrelle species,1121136,13,West Midlands,West Midlands,England
Pipistrelle species,4120005,13,Antrim,Northern Ireland,Northern Ireland
Pipistrelle species,3120068,13,Ceredigion,Wales,Wales
Pipistrelle species,1120223,12,Hampshire,South East,England
Pipistrelle species,2120202,12,Highland,Scotland,Scotland
Pipistrelle species,1120471,12,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,2120119,11,Highland,Scotland,Scotland
Pipistrelle species,1120944,11,Lincolnshire,East Midlands,England
Pipistrelle species,1120971,11,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5100003,11,Dorset,South West,England
Pipistrelle species,1121074,10,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,5101075,10,Gloucestershire,South West,England
Pipistrelle species,1120455,10,Norfolk,East of England,England
Pipistrelle species,1120051,10,Isle of Wight,South East,England
Pipistrelle species,1120715,10,Merseyside,North West,England
Pipistrelle species,1120977,10,Norfolk,East of England,England
Pipistrelle species,2120055,9,Argyll and Bute,Scotland,Scotland
Pipistrelle species,1121229,9,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,2120005,9,Dumfries and Galloway,Scotland,Scotland
Pipistrelle species,1120626,9,Wiltshire,South West,England
Pipistrelle species,5100569,9,North Yorkshire,Yorkshire and The Humber,England
Pipistrelle species,1120857,9,Leicestershire,East Midlands,England
Pipistrelle species,5100462,9,Conwy,Wales,Wales
Pipistrelle species,1120052,9,Isle of Wight,South East,England
Pipistrelle species,1120976,8,Nottinghamshire,East Midlands,England
Pipistrelle species,2120261,8,South Ayrshire,Scotland,Scotland
Pipistrelle species,1120781,8,Lancashire,North West,England
Pipistrelle species,1120800,8,Cambridgeshire,East of England,England
Pipistrelle species,5100305,8,Cornwall,South West,England
Pipistrelle species,1121125,8,Gloucestershire,South West,England
Pipistrelle species,2120015,8,Highland,Scotland,Scotland
Pipistrelle species,1121116,8,Gloucestershire,South West,England
Pipistrelle species,1120908,7,Isle of Wight,South East,England
Pipistrelle species,5100440,7,Cheshire,North West,England
Pipistrelle species,2120150,7,Highland,Scotland,Scotland
Pipistrelle species,1120387,7,Derbyshire,East Midlands,England
Pipistrelle species,5100359,7,Caerphilly,Wales,Wales
Pipistrelle species,5100882,6,Merseyside,North West,England
Pipistrelle species,5100511,6,Greater London,London,England
Pipistrelle species,5100710,6,Greater London,London,England
Pipistrelle species,1120957,6,Suffolk,East of England,England
Pipistrelle species,1120409,6,Hampshire,South East,England
